mechanism,base_rate,group_gap,seed,aggregation,statistic,statistic_max,statistic_mean,statistic_weighted,statistic_mi,eo_gap,tpr_gap,fpr_gap,dp_gap,eo_base,dp_base,eo_gap_delta,dp_gap_delta
mcar,0.05,0.05,0,max,0.04726613490238747,0.04726613490238747,0.028737153546555715,0.03807852534302052,0.017394068196617533,0.33031828299943516,0.33031828299943516,0.18851891192906292,0.2941073117988917,0.33031828299943516,0.29716853628868767,0.0,-0.003061224489795955
mcar,0.05,0.05,1,max,0.04748996401987847,0.04748996401987847,0.03643348576103223,0.04333688527166472,0.04238478733729583,0.4032987475343586,0.4032987475343586,0.24090169941825842,0.3454501449674176,0.40547171929374404,0.34490807126197076,-0.0021729717593854114,0.0005420737054468439
mcar,0.05,0.05,2,max,0.04156279211128347,0.04156279211128347,0.027963270304443722,0.032145301034742765,0.0254877599721898,0.29014844804318485,0.29014844804318485,0.20219308755234544,0.2810116525423728,0.29222151764954557,0.2681938559322034,-0.0020730696063607224,0.012817796610169407
mcar,0.05,0.05,3,max,0.04708924891238438,0.04708924891238438,0.03003995397625167,0.03673973122611229,0.02622416800836928,0.2865858585858586,0.2865858585858586,0.16665522881423783,0.2609067749383011,0.2825858585858586,0.26984316535307695,0.0040000000000000036,-0.008936390414775841
mcar,0.05,0.05,4,max,0.04611841304612389,0.04611841304612389,0.02647426067907996,0.03678088087310799,0.038621119832691196,0.30621418691958113,0.30621418691958113,0.15483361026493123,0.25523809523809526,0.32263057366791803,0.263448275862069,-0.016416386748336897,-0.008210180623973717
mcar,0.05,0.05,5,max,0.037205418698982966,0.037205418698982966,0.021451282963828193,0.02782411088948147,0.026315591666808927,0.24575770367243566,0.24575770367243566,0.15559113498375973,0.24112920621225192,0.24816378218657664,0.23786669542709232,-0.0024060785141409857,0.0032625107851596002
mcar,0.05,0.05,6,max,0.049273073074602235,0.049273073074602235,0.038159806295399515,0.0424518310714904,0.03946304593288219,0.27230379005902156,0.27230379005902156,0.1963231670277023,0.26693627908216294,0.31061899419540506,0.29268048929989604,-0.03831520413638351,-0.0257442102177331
mcar,0.05,0.05,7,max,0.04850471722004025,0.04850471722004025,0.0290616361931336,0.035480476029764334,0.03456683183433697,0.25738816236553796,0.25738816236553796,0.1406958894763773,0.25,0.27788275073342944,0.2672127255460589,-0.020494588367891475,-0.017212725546058905
mcar,0.05,0.05,8,max,0.034423434289945036,0.034423434289945036,0.02221020941509887,0.026821366289284734,0.017028161671947505,0.37767908400841993,0.37767908400841993,0.23161630036630035,0.33314528763547147,0.37767908400841993,0.3346441386817721,0.0,-0.0014988510463006532
mcar,0.05,0.05,9,max,0.04551536777228125,0.04551536777228125,0.030651867798084646,0.03472486108812306,0.0274088052378319,0.3220853375216779,0.3220853375216779,0.2066043316043316,0.3021322625098167,0.3203020189129937,0.30738265641284,0.0017833186086841923,-0.005250393903023343
mcar,0.05,0.1,0,max,0.09430523917995444,0.09430523917995444,0.057767653758542134,0.07648297320408443,0.024904839657064717,0.31822485796870326,0.31822485796870326,0.1842816237934697,0.2863292336802271,0.33031828299943516,0.29716853628868767,-0.012093425030731908,-0.010839302608460555
mcar,0.05,0.1,1,max,0.09470377019748653,0.09470377019748653,0.07271095152603231,0.0863443934658776,0.08285454001433651,0.3973250797825424,0.3973250797825424,0.228682836333654,0.3360028114893102,0.40547171929374404,0.34490807126197076,-0.008146639511201648,-0.008905259772660545
